,#,ID,NAME,EQUATION,EC-NUMBER,GENE ASSOCIATION,LOWER BOUND,UPPER BOUND,OBJECTIVE,COMPARTMENT,MIRIAM,SUBSYSTEM,REPLACEMENT ID,NOTE,REFERENCE,CONFIDENCE SCORE,lowglucoseflux,highglucoseflux
773,,r_1007,sphingolipid long chain base kinase (sphinganine),ATP[er] + sphinganine[er] => ADP[er] + H+[er] + sphinganine 1-phosphate[er],2.7.1.91,YLR260W or YOR171C,,,,,kegg.reaction/R02976;metanetx.reaction/MNXR104439;pmid/18296751;pmid/9677363;sbo/SBO:0000176,sce00600  Sphingolipid metabolism,,,18296751; 9677363,3.0,0.0,0.0
774,,r_1008,spontaneous cis-aconitate(3-) to trans-aconitate,cis-aconitate[m] <=> trans-aconitate[m],,,,,,,kegg.reaction/R02244;metanetx.reaction/MNXR95382;pmid/11329290;sbo/SBO:0000176,,,,11329290,0.0,0.0,0.0
775,,r_1009,spontaneous cis-aconitate(3-) to trans-aconitate,cis-aconitate[c] <=> trans-aconitate[c],,,,,,,kegg.reaction/R02244;metanetx.reaction/MNXR95382;pmid/11329290;sbo/SBO:0000176,,,,11329290,0.0,0.0,0.0
776,,r_1010,squalene epoxidase (NAD),"H+[er] + NADH[er] + oxygen[er] + squalene[er] => (S)-2,3-epoxysqualene[er] + H2O[er] + NAD[er]",1.14.14.17,YGR175C,,,,,metanetx.reaction/MNXR104528;pmid/10622712;sbo/SBO:0000176,sce00100  Steroid biosynthesis;sce00909  Sesquiterpenoid and triterpenoid biosynthesis;sce01110  Biosynthesis of secondary metabolites;sce01130  Biosynthesis of antibiotics,,,10622712,3.0,0.0,0.0
777,,r_1011,squalene epoxidase (NADP),"H+[er] + NADPH[er] + oxygen[er] + squalene[er] => (S)-2,3-epoxysqualene[er] + H2O[er] + NADP(+)[er]",1.14.14.17,YGR175C,,,,,kegg.reaction/R02874;metanetx.reaction/MNXR104447;pmid/10622712;sbo/SBO:0000176,sce00100  Steroid biosynthesis;sce00909  Sesquiterpenoid and triterpenoid biosynthesis;sce01110  Biosynthesis of secondary metabolites;sce01130  Biosynthesis of antibiotics,,,10622712,3.0,0.0065746847,0.014229297
778,,r_1012,squalene synthase,2 farnesyl diphosphate[c] + H+[c] + NADPH[c] => 2 diphosphate[c] + NADP(+)[c] + squalene[c],2.5.1.21,YHR190W,,,,,kegg.reaction/R06223;metanetx.reaction/MNXR104529;sbo/SBO:0000176,sce00100  Steroid biosynthesis;sce00909  Sesquiterpenoid and triterpenoid biosynthesis;sce01110  Biosynthesis of secondary metabolites;sce01130  Biosynthesis of antibiotics,,,,2.0,0.0065746847,0.014229297
779,,r_1021,succinate dehydrogenase (ubiquinone-6),succinate[m] + ubiquinone-6[m] <=> fumarate[m] + ubiquinol-6[m],1.3.5.1,(YDR178W and YJL045W and YKL141W and YLL041C) or (YDR178W and YKL141W and YKL148C and YLL041C) or (YLR164W and YJL045W and YKL141W and YLL041C),,,,,metanetx.reaction/MNXR104627;pmid/9929002;sbo/SBO:0000176,sce00020  Citrate cycle (TCA cycle);sce00190  Oxidative phosphorylation;sce01110  Biosynthesis of secondary metabolites;sce01130  Biosynthesis of antibiotics;sce01200  Carbon metabolism,,,9929002,3.0,8.4542351,17.826763
780,,r_1022,succinate-CoA ligase (ADP-forming),ADP[m] + phosphate[m] + succinyl-CoA[m] => ATP[m] + coenzyme A[m] + succinate[m],6.2.1.5,YGR244C and YOR142W,,,,,kegg.reaction/R00405;metanetx.reaction/MNXR104635;pmid/9874242;sbo/SBO:0000176,sce00020  Citrate cycle (TCA cycle);sce00640  Propanoate metabolism;sce01110  Biosynthesis of secondary metabolites;sce01130  Biosynthesis of antibiotics;sce01200  Carbon metabolism,,,9874242,3.0,0.0,0.0
781,,r_1023,succinate-semialdehyde dehydrogenase (NADP),H2O[c] + NADP(+)[c] + succinic semialdehyde[c] => 2 H+[c] + NADPH[c] + succinate[c],1.2.1.16,YBR006W,,,,,kegg.reaction/R00714;metanetx.reaction/MNXR104541;pmid/11031268;sbo/SBO:0000176,"sce00250  Alanine, aspartate and glutamate metabolism;sce00310  Lysine degradation;sce00350  Tyrosine metabolism;sce00650  Butanoate metabolism;sce00760  Nicotinate and nicotinamide metabolism",,,11031268,3.0,2.1394174e-07,4.6302456e-07
782,,r_1024,sucrose hydrolyzing enxyme,H2O[e] + sucrose[e] => D-fructose[e] + D-glucose[e],3.2.1.26,YIL162W,,,,,kegg.reaction/R00801;metanetx.reaction/MNXR104638;sbo/SBO:0000176,sce00052  Galactose metabolism;sce00500  Starch and sucrose metabolism,,,,2.0,0.0,0.0
783,,r_1025,sulfate adenylyltransferase,ATP[c] + H+[c] + sulphate[c] => 5'-adenylyl sulfate[c] + diphosphate[c],2.7.7.4,YJR010W,,,,,kegg.reaction/R00529;metanetx.reaction/MNXR104240;pmid/197388;sbo/SBO:0000176,sce00230  Purine metabolism;sce00261  Monobactam biosynthesis;sce00450  Selenocompound metabolism;sce00920  Sulfur metabolism;sce01130  Biosynthesis of antibiotics,,,197388,3.0,0.0,0.0
784,,r_1026,sulfate adenylyltransferase (ADP),ADP[c] + H+[c] + sulphate[c] => 5'-adenylyl sulfate[c] + phosphate[c],2.7.7.5; 2.7.7.53,YCL050C,,,,,kegg.reaction/R00530;metanetx.reaction/MNXR104444;pmid/2556364;sbo/SBO:0000176,sce00230  Purine metabolism;sce00920  Sulfur metabolism,,,2556364,3.0,0.011734761000000002,0.025397019
785,,r_1027,sulfite reductase (NADPH2),5 H+[c] + 3 NADPH[c] + sulphite[c] => 3 H2O[c] + hydrogen sulfide[c] + 3 NADP(+)[c],1.8.1.2,YFR030W and YJR137C,,,,,metanetx.reaction/MNXR104650;sbo/SBO:0000176,sce00920  Sulfur metabolism,,,,2.0,0.011734761000000002,0.025397019
786,,r_1029,taurine dioxygenase,2-oxoglutarate[c] + oxygen[c] + taurine[c] => aminoacetaldehyde[c] + carbon dioxide[c] + H+[c] + succinate[c] + sulphite[c],1.14.11.-,YLL057C,,,,,metanetx.reaction/MNXR104730;pmid/10482536;sbo/SBO:0000176,,,,10482536,3.0,0.0,0.0
787,,r_1030,tetrahydrofolate aminomethyltransferase,"5,10-methenyl-THF[m] + H2O[m] => 5-formyltetrahydrofolic acid[m] + H+[m]",1.4.4.2; 1.8.1.4; 2.1.2.10,YAL044C and YDR019C and YFL018C and YMR189W,,,,,metanetx.reaction/MNXR99614;sbo/SBO:0000176,"Gluconeogenesis;sce00010  Glycolysis;sce00020  Citrate cycle (TCA cycle);sce00260  Glycine, serine and threonine metabolism;sce00280  Valine, leucine and isoleucine degradation;sce00620  Pyruvate metabolism;sce00630  Glyoxylate and dicarboxylate metabolism;sce00640  Propanoate metabolism;sce00670  One carbon pool by folate;sce01110  Biosynthesis of secondary metabolites;sce01130  Biosynthesis of antibiotics;sce01200  Carbon metabolism",,,,2.0,0.0,0.0
788,,r_1031,tetrahydrofolate:L-glutamate gamma-ligase (ADP-forming),"ATP[c] + L-glutamate[c] + THF[c] <=> 5,6,7,8-tetrahydrofolyl-L-glutamic acid[c] + ADP[c] + H+[c] + phosphate[c]",6.3.2.17,YKL132C or YOR241W,,,,,kegg.reaction/R00942;metanetx.reaction/MNXR106759;pmid/10799479;pmid/21190580;sbo/SBO:0000176,sce00790  Folate biosynthesis,,,10799479; 21190580,3.0,0.0,0.0
789,,r_1032,thiamin diphosphatase,2 H2O[e] + TDP[e] => H+[e] + 2 phosphate[e] + thiamine[e],3.1.3.2,YBR092C,,,,,metanetx.reaction/MNXR104817;sbo/SBO:0000176,sce00730  Thiamine metabolism;sce00740  Riboflavin metabolism,,,,2.0,0.0,0.0
790,,r_1033,thiamin phosphatase,H2O[e] + TMP[e] => phosphate[e] + thiamine[e],3.1.3.2,YBR092C,,,,,kegg.reaction/R02135;metanetx.reaction/MNXR104823;sbo/SBO:0000176,sce00730  Thiamine metabolism;sce00740  Riboflavin metabolism,,,,2.0,0.0,0.0
791,,r_1034,thiamine diphosphokinase,ATP[c] + thiamine[c] => AMP[c] + H+[c] + TDP[c],2.7.6.2,YOR143C,,,,,kegg.reaction/R00619;metanetx.reaction/MNXR104886;sbo/SBO:0000176,sce00730  Thiamine metabolism,,,,2.0,0.0,0.0
792,,r_1035,thiamine-diphosphate kinase,ATP[c] + TDP[c] => ADP[c] + thiamine(1+) triphosphate(4-)[c],2.7.6.2,YOR143C,,,,,kegg.reaction/R00616;metanetx.reaction/MNXR104888;sbo/SBO:0000176,sce00730  Thiamine metabolism,,,,2.0,0.0,0.0
793,,r_1036,thiamine-phosphate diphosphorylase,4-amino-2-methyl-5-diphosphomethylpyrimidine[c] + 4-methyl-5-(2-phosphonooxyethyl)thiazole[c] + H+[c] => diphosphate[c] + TMP[c],2.5.1.3; 2.7.1.50,YPL214C,,,,,kegg.reaction/R03223;metanetx.reaction/MNXR104908;sbo/SBO:0000176,sce00730  Thiamine metabolism,,,,2.0,2.1394174e-07,4.6302456e-07
794,,r_1037,thioredoxin,hydrogen peroxide[n] + TRX1[n] => 2 H2O[n] + TRX1 disulphide[n],1.11.1.15,(YGR209C and YIL010W) or (YIL010W and YLR043C),,,,,pmid/12730197;sbo/SBO:0000176,,,,12730197,3.0,0.0,0.0
795,,r_1038,thioredoxin reductase (NADPH),H+[c] + NADPH[c] + TRX1 disulphide[c] => NADP(+)[c] + TRX1[c],1.8.1.9,(YDR353W and YGR209C) or (YDR353W and YLR043C) or YDR353W,,,,,kegg.reaction/R02016;metanetx.reaction/MNXR104766;sbo/SBO:0000176,sce00450  Selenocompound metabolism,,,,2.0,0.013874178000000001,0.030027265
796,,r_1039,thioredoxin reductase (NADPH),H+[m] + NADPH[m] + TRX1 disulphide[m] => NADP(+)[m] + TRX1[m],1.8.1.7; 1.8.1.9,(YCR083W and YHR106W) or (YCR083W and YPL091W),,,,,kegg.reaction/R02016;metanetx.reaction/MNXR104766;pmid/15701801;sbo/SBO:0000176,sce00450  Selenocompound metabolism;sce00480  Glutathione metabolism,,,15701801,3.0,0.0,0.0
797,,r_1040,threonine aldolase,L-threonine[c] => acetaldehyde[c] + L-glycine[c],4.1.2.48,YEL046C,,,,,kegg.reaction/R00751;metanetx.reaction/MNXR104833;pmid/9151955;sbo/SBO:0000176,"sce00260  Glycine, serine and threonine metabolism;sce01110  Biosynthesis of secondary metabolites;sce01130  Biosynthesis of antibiotics;sce01230  Biosynthesis of amino acids",,,9151955,3.0,0.0,0.0
798,,r_1041,threonine synthase,H2O[c] + O-phospho-L-homoserine[c] => L-threonine[c] + phosphate[c],4.2.3.1,YCR053W,,,,,kegg.reaction/R01466;metanetx.reaction/MNXR104846;pmid/8082795;sbo/SBO:0000176,"sce00260  Glycine, serine and threonine metabolism;sce00750  Vitamin B6 metabolism;sce01110  Biosynthesis of secondary metabolites;sce01230  Biosynthesis of amino acids",,,8082795,3.0,0.089009423,0.19263912
799,,r_1042,threonyl-tRNA synthetase,ATP[c] + L-threonine[c] + tRNA(Thr)[c] => AMP[c] + diphosphate[c] + Thr-tRNA(Thr)[c],6.1.1.3,YIL078W,,,,,kegg.reaction/R03663;metanetx.reaction/MNXR104848;pmid/2995918;sbo/SBO:0000176,sce00970  Aminoacyl-tRNA biosynthesis,,,2995918,3.0,0.039197073,0.08483247699999999
800,,r_1043,threonyl-tRNA synthetase,ATP[m] + L-threonine[m] + tRNA(Thr)[m] => AMP[m] + diphosphate[m] + Thr-tRNA(Thr)[m],6.1.1.3,YKL194C,,,,,kegg.reaction/R03663;metanetx.reaction/MNXR104848;pmid/2999113;sbo/SBO:0000176,sce00970  Aminoacyl-tRNA biosynthesis,,,2999113,3.0,0.0,0.0
801,,r_1045,thymidylate synthase,"5,10-methylenetetrahydrofolate[c] + dUMP[c] => dihydrofolic acid[c] + dTMP[c]",2.1.1.45,YOR074C,,,,,kegg.reaction/R02101;metanetx.reaction/MNXR104889;sbo/SBO:0000176,sce00240  Pyrimidine metabolism;sce00670  One carbon pool by folate,,,,2.0,0.00064182518,0.0013890735999999998
802,,r_1046,trans-aconitate 3-methyltransferase,S-adenosyl-L-methionine[c] + trans-aconitate[c] => (2E)-3-(methoxycarbonyl)pent-2-enedioic acid[c] + S-adenosyl-L-homocysteine[c],2.1.1.145,YER175C,,,,,kegg.reaction/R05763;metanetx.reaction/MNXR95383;pmid/15147181;sbo/SBO:0000176,,,,15147181,3.0,0.0,0.0
803,,r_1047,trans-pentaprenyltranstransferase,isopentenyl diphosphate[m] + pentaprenyl diphosphate[m] => diphosphate[m] + hexaprenyl diphosphate[m],2.5.1.-,YBR003W,,,,,kegg.reaction/R05613;metanetx.reaction/MNXR103150;pmid/2198286;sbo/SBO:0000176,sce00900  Terpenoid backbone biosynthesis;sce01110  Biosynthesis of secondary metabolites,,,2198286,3.0,0.0,0.0
804,,r_1048,transaldolase,glyceraldehyde 3-phosphate[c] + sedoheptulose 7-phosphate[c] <=> D-erythrose 4-phosphate[c] + D-fructose 6-phosphate[c],2.2.1.2,YGR043C or YLR354C,,,,,metanetx.reaction/MNXR124173;pmid/8300619;sbo/SBO:0000176,sce00030  Pentose phosphate pathway;sce01110  Biosynthesis of secondary metabolites;sce01130  Biosynthesis of antibiotics;sce01200  Carbon metabolism;sce01230  Biosynthesis of amino acids,,,8300619,3.0,-1.378105,-2.9120169999999996
805,,r_1049,transketolase 1,D-xylulose 5-phosphate[c] + ribose-5-phosphate[c] <=> glyceraldehyde 3-phosphate[c] + sedoheptulose 7-phosphate[c],2.2.1.1,YBR117C or YPR074C,,,,,metanetx.reaction/MNXR104868;pmid/8268320;sbo/SBO:0000176,sce00030  Pentose phosphate pathway;sce01110  Biosynthesis of secondary metabolites;sce01130  Biosynthesis of antibiotics;sce01200  Carbon metabolism;sce01230  Biosynthesis of amino acids,,,8268320,3.0,0.06731369,0.16136272
806,,r_1050,transketolase 2,D-erythrose 4-phosphate[c] + D-xylulose 5-phosphate[c] <=> D-fructose 6-phosphate[c] + glyceraldehyde 3-phosphate[c],2.2.1.1,YBR117C or YPR074C,,,,,metanetx.reaction/MNXR124172;sbo/SBO:0000176,sce00030  Pentose phosphate pathway;sce01110  Biosynthesis of secondary metabolites;sce01130  Biosynthesis of antibiotics;sce01200  Carbon metabolism;sce01230  Biosynthesis of amino acids,,,,2.0,0.012093834,0.041852845
807,,r_1051,trehalose-phosphatase,"alpha,alpha-trehalose 6-phosphate[c] + H2O[c] => phosphate[c] + trehalose[c]",2.4.1.15; 3.1.3.12,(YBR126C and YDR074W and YML100W) or (YBR126C and YDR074W and YMR261C),,,,,kegg.reaction/R02778;metanetx.reaction/MNXR104926;pmid/21623372;sbo/SBO:0000176,sce00500  Starch and sucrose metabolism,,,21623372,3.0,0.024652454,0.053354207
808,,r_1054,triose-phosphate isomerase,dihydroxyacetone phosphate[c] <=> glyceraldehyde 3-phosphate[c],5.3.1.1,YDR050C,,,,,metanetx.reaction/MNXR104918;pmid/6759603;sbo/SBO:0000176,Gluconeogenesis;sce00010  Glycolysis;sce00051  Fructose and mannose metabolism;sce00562  Inositol phosphate metabolism;sce01110  Biosynthesis of secondary metabolites;sce01130  Biosynthesis of antibiotics;sce01200  Carbon metabolism;sce01230  Biosynthesis of amino acids,,,6759603,3.0,1.4330336000000001,3.0465752
809,,r_1055,tryptophan synthase (indoleglycerol phosphate),1-C-(indol-3-yl)glycerol 3-phosphate[c] + L-serine[c] => glyceraldehyde 3-phosphate[c] + H2O[c] + L-tryptophan[c],4.2.1.20,YGL026C,,,,,metanetx.reaction/MNXR132685;pmid/6342605;sbo/SBO:0000176,"sce00260  Glycine, serine and threonine metabolism;sce00400  Phenylalanine, tyrosine and tryptophan biosynthesis;sce01110  Biosynthesis of secondary metabolites;sce01130  Biosynthesis of antibiotics;sce01230  Biosynthesis of amino acids",,,6342605,3.0,0.0068982641,0.014929605
810,,r_1056,tryptophan transaminase,2-oxoglutarate[c] + L-tryptophan[c] => indole-3-pyruvate[c] + L-glutamate[c],2.6.1.39; 2.6.1.57,YGL202W,,,,,kegg.reaction/R00684;metanetx.reaction/MNXR104947;pmid/9491082;pmid/9491083;sbo/SBO:0000176,"sce00130  Ubiquinone and other terpenoid-quinone biosynthesis;sce00270  Cysteine and methionine metabolism;sce00300  Lysine biosynthesis;sce00350  Tyrosine metabolism;sce00360  Phenylalanine metabolism;sce00380  Tryptophan metabolism;sce00400  Phenylalanine, tyrosine and tryptophan biosynthesis;sce01110  Biosynthesis of secondary metabolites;sce01130  Biosynthesis of antibiotics;sce01210  2-Oxocarboxylic acid metabolism;sce01230  Biosynthesis of amino acids",,,9491082; 9491083,3.0,0.0,0.0
811,,r_1057,tryptophanyl-tRNA synthetase,ATP[c] + L-tryptophan[c] + tRNA(Trp)[c] => AMP[c] + diphosphate[c] + Trp-tRNA(Trp)[c],6.1.1.2,YOL097C,,,,,kegg.reaction/R03664;metanetx.reaction/MNXR104948;pmid/9046085;sbo/SBO:0000176,sce00970  Aminoacyl-tRNA biosynthesis,,,9046085,3.0,0.0058160755,0.012587473
812,,r_1058,tryptophanyl-tRNA synthetase,ATP[m] + L-tryptophan[m] + tRNA(Trp)[m] => AMP[m] + diphosphate[m] + Trp-tRNA(Trp)[m],6.1.1.2,YDR268W,,,,,kegg.reaction/R03664;metanetx.reaction/MNXR104948;pmid/2999114;sbo/SBO:0000176,sce00970  Aminoacyl-tRNA biosynthesis,,,2999114,3.0,0.0,0.0
813,,r_1063,tyrosine transaminase,3-(4-hydroxyphenyl)pyruvate[c] + L-glutamate[c] <=> 2-oxoglutarate[c] + L-tyrosine[c],2.6.1.39; 2.6.1.57,YGL202W,,,,,kegg.reaction/R00734;metanetx.reaction/MNXR105000;pmid/9491082;pmid/9491083;sbo/SBO:0000176,"sce00130  Ubiquinone and other terpenoid-quinone biosynthesis;sce00270  Cysteine and methionine metabolism;sce00300  Lysine biosynthesis;sce00350  Tyrosine metabolism;sce00360  Phenylalanine metabolism;sce00380  Tryptophan metabolism;sce00400  Phenylalanine, tyrosine and tryptophan biosynthesis;sce01110  Biosynthesis of secondary metabolites;sce01130  Biosynthesis of antibiotics;sce01210  2-Oxocarboxylic acid metabolism;sce01230  Biosynthesis of amino acids",,,9491082; 9491083,3.0,0.11376482,0.24621613
814,,r_1065,tyrosine transaminase,3-(4-hydroxyphenyl)pyruvate[p] + L-glutamate[p] => 2-oxoglutarate[p] + L-tyrosine[p],2.6.1.1,YLR027C,,,,,kegg.reaction/R00734;metanetx.reaction/MNXR105000;sbo/SBO:0000176,"sce00220  Arginine biosynthesis;sce00250  Alanine, aspartate and glutamate metabolism;sce00270  Cysteine and methionine metabolism;sce00330  Arginine and proline metabolism;sce00350  Tyrosine metabolism;sce00360  Phenylalanine metabolism;sce00400  Phenylalanine, tyrosine and tryptophan biosynthesis;sce01110  Biosynthesis of secondary metabolites;sce01130  Biosynthesis of antibiotics;sce01200  Carbon metabolism;sce01210  2-Oxocarboxylic acid metabolism;sce01230  Biosynthesis of amino acids",,,,2.0,0.0,0.0
815,,r_1066,tyrosyl-tRNA synthetase,ATP[c] + L-tyrosine[c] + tRNA(Tyr)[c] => AMP[c] + diphosphate[c] + Tyr-tRNA(Tyr)[c],6.1.1.1,YGR185C,,,,,kegg.reaction/R02918;metanetx.reaction/MNXR105001;pmid/8509419;sbo/SBO:0000176,sce00970  Aminoacyl-tRNA biosynthesis,,,8509419,3.0,0.020888721000000002,0.045208528
816,,r_1067,tyrosyl-tRNA synthetase,ATP[m] + L-tyrosine[m] + tRNA(Tyr)[m] => AMP[m] + diphosphate[m] + Tyr-tRNA(Tyr)[m],6.1.1.1,YPL097W,,,,,kegg.reaction/R02918;metanetx.reaction/MNXR105001;pmid/3315228;sbo/SBO:0000176,sce00970  Aminoacyl-tRNA biosynthesis,,,3315228,3.0,0.0,0.0
817,,r_1068,UDP-glucose:ergosterol glucosyltransferase,ergosterol[c] + UDP-D-glucose[c] => ergosterol 3-beta-D-glucoside[c] + H+[c] + UDP[c],2.4.1.173,YLR189C,,,,,pmid/10224056;sbo/SBO:0000176,,,,10224056,3.0,0.0,0.0
818,,r_1069,UDP-N-acetylglucosamine diphosphorylase,H+[c] + N-acetyl-alpha-D-glucosamine 1-phosphate[c] + UTP[c] <=> diphosphate[c] + UDP-N-acetyl-alpha-D-glucosamine[c],2.7.7.23,YDL103C,,,,,kegg.reaction/R00416;metanetx.reaction/MNXR106519;pmid/16408321;sbo/SBO:0000176,sce00520  Amino sugar and nucleotide sugar metabolism;sce01130  Biosynthesis of antibiotics,,,16408321,3.0,0.0,0.0
819,,r_1070,UDPglucose 4-epimerase,UDP-D-glucose[c] <=> UDP-D-galactose[c],5.1.3.2; 5.1.3.3,YBR019C,,,,,metanetx.reaction/MNXR105057;sbo/SBO:0000176,Gluconeogenesis;sce00010  Glycolysis;sce00052  Galactose metabolism;sce00520  Amino sugar and nucleotide sugar metabolism;sce01110  Biosynthesis of secondary metabolites;sce01130  Biosynthesis of antibiotics,,,,2.0,0.0,0.0
820,,r_1071,UDPglucose--hexose-1-phosphate uridylyltransferase,alpha-D-galactose 1-phosphate[c] + UDP-D-glucose[c] <=> D-glucose 1-phosphate[c] + UDP-D-galactose[c],2.7.7.12,YBR018C,,,,,kegg.reaction/R00955;metanetx.reaction/MNXR105090;sbo/SBO:0000176,sce00052  Galactose metabolism;sce00520  Amino sugar and nucleotide sugar metabolism,,,,2.0,-1000.0,-1000.0
821,,r_1072,UMP kinase,ATP[c] + UMP[c] => ADP[c] + UDP[c],2.7.4.14,YKL024C,,,,,kegg.reaction/R00158;metanetx.reaction/MNXR105118;sbo/SBO:0000176,sce00240  Pyrimidine metabolism,,,,2.0,0.0,0.0
822,,r_1073,UMP kinase,ATP[n] + UMP[n] => ADP[n] + UDP[n],2.7.4.14,YKL024C,,,,,kegg.reaction/R00158;metanetx.reaction/MNXR105118;sbo/SBO:0000176,sce00240  Pyrimidine metabolism,,,,2.0,0.0087852032,0.019013423
823,,r_1074,uracil phosphoribosyltransferase,PRPP[c] + uracil[c] => diphosphate[c] + UMP[c],2.4.2.9,YHR128W,,,,,kegg.reaction/R00966;metanetx.reaction/MNXR105142;sbo/SBO:0000176,sce00240  Pyrimidine metabolism,,,,2.0,0.0,0.0
824,,r_1075,urea carboxylase,ATP[c] + bicarbonate[c] + urea[c] => ADP[c] + H+[c] + phosphate[c] + urea-1-carboxylic acid[c],3.5.1.54; 6.3.4.6,YBR208C,,,,,kegg.reaction/R00774;metanetx.reaction/MNXR105149;sbo/SBO:0000176,sce00220  Arginine biosynthesis;sce00791  Atrazine degradation,,,,2.0,0.0,0.0
825,,r_1076,ureidoglycolate hydrolase,2 H+[c] + H2O[c] + ureidoglycolic acid[c] => 2 ammonium[c] + carbon dioxide[c] + glyoxylate[c],4.3.2.3,YIR032C,,,,,metanetx.reaction/MNXR105091;pmid/1776360;sbo/SBO:0000176,sce00230  Purine metabolism,,,1776360,3.0,0.0,0.0
826,,r_1077,uridine kinase (ATP:uridine),ATP[c] + uridine[c] => ADP[c] + H+[c] + UMP[c],2.7.1.48,YDR020C or YNR012W,,,,,kegg.reaction/R00964;metanetx.reaction/MNXR105162;sbo/SBO:0000176,sce00240  Pyrimidine metabolism,,,,2.0,0.0,0.0
827,,r_1078,uridine kinase (GTP:uridine),GTP[c] + uridine[c] => GDP[c] + H+[c] + UMP[c],2.7.1.48,YDR020C or YNR012W,,,,,kegg.reaction/R00968;metanetx.reaction/MNXR105163;sbo/SBO:0000176,sce00240  Pyrimidine metabolism,,,,2.0,0.0,0.0
828,,r_1079,uridylate kinase (dUMP),ATP[c] + dUMP[c] => ADP[c] + dUDP[c],2.7.4.14,YKL024C,,,,,kegg.reaction/R02098;metanetx.reaction/MNXR105160;sbo/SBO:0000176,sce00240  Pyrimidine metabolism,,,,2.0,0.0,0.0
829,,r_1080,uridylate kinase (dUMP),ATP[n] + dUMP[n] => ADP[n] + dUDP[n],2.7.4.14,YKL024C,,,,,kegg.reaction/R02098;metanetx.reaction/MNXR105160;sbo/SBO:0000176,sce00240  Pyrimidine metabolism,,,,2.0,0.0,0.0
830,,r_1081,uroporphyrinogen decarboxylase (uroporphyrinogen III),4 H+[c] + uroporphyrinogen III[c] => 4 carbon dioxide[c] + coproporphyrinogen III[c],4.1.1.37,YDR047W,,,,,kegg.reaction/R03197;metanetx.reaction/MNXR105140;sbo/SBO:0000176,sce00860  Porphyrin and chlorophyll metabolism;sce01110  Biosynthesis of secondary metabolites,,,,2.0,1.7828477e-07,3.8585378000000003e-07
831,,r_1082,uroporphyrinogen methyltransferase,2 S-adenosyl-L-methionine[c] + uroporphyrinogen III[c] => H+[c] + precorrin-2[c] + 2 S-adenosyl-L-homocysteine[c],2.1.1.107,YKR069W,,,,,kegg.reaction/R03194;metanetx.reaction/MNXR105137;sbo/SBO:0000176,sce00860  Porphyrin and chlorophyll metabolism;sce01110  Biosynthesis of secondary metabolites,,,,2.0,0.0,0.0
832,,r_1083,uroporphyrinogen-III synthase,preuroporphyrinogen[c] => H2O[c] + uroporphyrinogen III[c],4.2.1.75,YOR278W,,,,,kegg.reaction/R03165;metanetx.reaction/MNXR105139;sbo/SBO:0000176,sce00860  Porphyrin and chlorophyll metabolism;sce01110  Biosynthesis of secondary metabolites,,,,2.0,1.7828477e-07,3.8585378000000003e-07
833,,r_1084,UTP-glucose-1-phosphate uridylyltransferase,D-glucose 1-phosphate[c] + H+[c] + UTP[c] <=> diphosphate[c] + UDP-D-glucose[c],2.7.7.9,YHL012W or YKL035W,,,,,kegg.reaction/R00289;metanetx.reaction/MNXR100022;pmid/7588797;sbo/SBO:0000176,sce00040  Pentose and glucuronate interconversions;sce00052  Galactose metabolism;sce00500  Starch and sucrose metabolism;sce00520  Amino sugar and nucleotide sugar metabolism;sce01130  Biosynthesis of antibiotics,,,7588797,3.0,-999.73288,-999.4218800000001
834,,r_1087,valine transaminase,2-oxoglutarate[c] + L-valine[c] <=> 3-methyl-2-oxobutanoate[c] + L-glutamate[c],2.6.1.42,YJR148W,,,,,kegg.reaction/R01214;metanetx.reaction/MNXR96230;pmid/9748245;sbo/SBO:0000176,"sce00270  Cysteine and methionine metabolism;sce00280  Valine, leucine and isoleucine degradation;sce00290  Valine, leucine and isoleucine biosynthesis;sce00770  Pantothenate and CoA biosynthesis;sce01110  Biosynthesis of secondary metabolites;sce01130  Biosynthesis of antibiotics;sce01210  2-Oxocarboxylic acid metabolism;sce01230  Biosynthesis of amino acids",,,9748245,3.0,0.0,0.0
