"","Chr","Start","End","Strand","Length","wt00_sorted.bam","wt02_sorted.bam","wt05_sorted.bam","wt10_sorted.bam","wt15_sorted.bam","wt20_sorted.bam","wt30_sorted.bam","wt45_sorted.bam"
"YOR020C","XV","370524","370844","-",321,1863,1730,1354,884,758,817,990,966
"YOR020W-A","XV","371685","371957","+",273,556,545,495,381,251,182,150,166
"YOR021C","XV","372798","373439","-",642,133,147,250,540,522,783,969,706
"YOR022C","XV","373710","375857","-",2148,619,570,467,269,223,176,181,205
"YOR023C","XV","376012","377712","-",1701,1643,1425,836,526,359,293,340,334
"YOR025W","XV","378219","379562","+",1344,204,155,164,358,340,365,487,472
"YOR026W","XV","379781","380806","+",1026,87,77,101,213,211,224,332,294
"YOR027W","XV","381053","382822","+",1770,2900,2857,2302,1133,983,1273,1700,1979
"YOR028C","XV","383533","384420","-",888,106,50,118,102,41,44,83,126
"YOR030W","XV","386825","388684","+",1860,377,347,511,593,368,338,391,357
"YOR032C","XV","389771","391075","-",1305,5,5,28,4,3,4,7,19
"YOR032W-A","XV","392176","392376","+",201,8,8,15,11,6,4,7,5
"YOR033C","XV","392416","394524","-",2109,414,362,247,343,401,439,555,481
"YOR034C","XV","394837","397086","-",2250,406,293,244,295,296,378,546,419
"YOR034C-A","XV","397426","397668","-",243,127,122,111,60,28,35,47,43
"YOR035C","XV","397735","400104","-",2370,1329,1282,976,541,326,269,305,268
"YOR036W","XV","400348","401214","+",867,1107,1166,813,409,245,174,103,158
"YOR037W","XV","401555","402655","+",1101,316,326,248,216,157,123,152,148
"YOR038C","XV","402761","405388","-",2628,321,232,275,270,290,346,461,416
"YOR039W","XV","405768","406544","+",777,664,654,738,772,706,692,745,689
"YOR040W","XV","407064","407921","+",858,656,712,548,349,245,179,175,141
"snR9","XV","407948","408134","-",187,8,16,12,15,12,1,1,3
"YOR041C","XV","408358","408789","-",432,4,5,7,2,2,1,0,2
"YOR042W","XV","408425","409660","+",1236,2528,2495,2134,1357,988,808,837,686
"snR62","XV","409765","409864","-",100,10,11,14,15,11,7,5,3
"YOR043W","XV","410870","412330","+",1461,622,527,971,976,687,803,952,885
"YOR044W","XV","413007","413480","+",474,87,56,204,154,124,131,162,132
"YOR045W","XV","413852","414037","+",186,335,297,219,223,184,238,234,222
"YOR046C","XV","414459","415907","-",1449,332,303,676,1285,1427,1728,2414,1695
"YOR047C","XV","416347","417681","-",1335,80,61,229,286,313,298,300,344
"YOR048C","XV","418630","421650","-",3021,309,268,615,1036,1159,1407,1744,1013
"YOR049C","XV","422668","423732","-",1065,3,4,4,1,1,0,2,4
"YOR051C","XV","424846","426084","-",1239,95,135,470,857,997,1278,1580,1100
"YOR052C","XV","426772","427224","-",453,1285,1413,844,319,201,135,101,184
"YOR053W","XV","427817","428158","+",342,43,33,20,9,7,3,3,3
"YOR054C","XV","427833","429857","-",2025,1669,1415,687,352,305,170,224,294
"YOR056C","XV","430247","431626","-",1380,73,69,260,683,742,1058,1109,638
"YOR057W","XV","432186","433373","+",1188,419,445,554,592,470,473,454,401
"YOR058C","XV","433688","436345","-",2658,343,317,441,604,502,584,599,580
"YOR059C","XV","438906","440258","-",1353,778,743,699,436,266,238,258,268
"YOR060C","XV","440390","441163","-",774,205,194,226,137,81,72,86,87
"YOR061W","XV","441534","442553","+",1020,568,534,772,889,822,859,950,817
"YOR062C","XV","442725","443531","-",807,272,264,146,58,50,35,37,53
"YOR063W","XV","444686","445849","+",1164,3400,3414,4847,7616,7768,11125,20137,26738
"YOR064C","XV","446079","446738","-",660,279,234,217,179,115,131,147,142
"YOR065W","XV","447439","448368","+",930,2159,2090,1928,1048,419,183,158,469
"YOR066W","XV","449436","451325","+",1890,263,219,465,424,384,418,462,394
"YOR067C","XV","451729","453462","-",1734,268,253,324,449,447,504,665,646
"YOR069W","XV","453768","455795","+",2028,754,790,719,608,459,479,558,546
"YOR070C","XV","455907","457820","-",1914,649,622,418,260,207,239,269,287
"YOR071C","XV","459480","461276","-",1797,158,157,154,120,114,146,194,193
"YOR072W","XV","461502","461816","+",315,6,5,3,5,3,4,4,5
"YOR072W-A","XV","461791","462039","+",249,5,0,1,2,2,0,3,1
"YOR073W","XV","464771","466543","+",1773,131,110,132,218,292,356,502,527
"YOR074C","XV","466675","467589","-",915,56,35,51,200,313,439,578,434
"YOR075W","XV","468212","469252","+",1041,591,584,368,323,329,286,339,282
"YOR076C","XV","469377","471620","-",2244,363,333,500,471,356,360,382,382
"YOR077W","XV","471899","472597","+",699,89,82,110,102,90,98,104,85
"YOR078W","XV","472725","473369","+",645,177,134,445,638,575,799,757,447
"YOR079C","XV","473475","474416","-",942,30,42,159,194,154,162,147,159
"YOR080W","XV","474594","476792","+",2199,227,236,354,354,279,302,356,314
"YOR081C","XV","476939","479188","-",2250,619,555,421,474,470,597,714,574
"YOR082C","XV","479296","479637","-",342,4,1,0,1,1,4,1,3
"YOR083W","XV","479533","480420","+",888,148,111,50,88,93,106,123,120
"YOR084W","XV","480587","481750","+",1164,339,276,137,79,98,148,158,169
"YOR085W","XV","482033","483085","+",1053,451,440,450,438,505,591,763,804
"YOR086C","XV","483219","486779","-",3561,3826,3333,2764,1956,1421,1349,1553,1998
"YOR087W","XV","487707","489734","+",2028,647,557,490,535,421,387,429,426
"YOR089C","XV","490196","490828","-",633,1185,1163,928,735,546,539,591,552
"YOR090C","XV","491123","492841","-",1719,848,766,879,662,497,540,636,516
"YOR091W","XV","493433","494470","+",1038,50,65,328,698,646,889,1107,578
"YOR092W","XV","495127","496968","+",1842,150,136,510,396,228,299,408,380
"YOR093C","XV","497506","502452","-",4947,567,467,451,469,418,409,560,508
"YOR094W","XV","502795","503346","+",552,215,197,185,241,242,224,178,175
"YOR095C","XV","503552","504328","-",777,16,24,105,324,382,596,907,653
"YOR096W","XV;XV","505794;506339","505937;506767","+;+",573,144,128,372,1407,2123,3227,6538,8564
"YOR097C","XV","506978","507505","-",528,327,329,276,201,165,124,142,170
"YOR098C","XV","507948","511178","-",3231,584,548,719,1123,931,1211,1470,966
"YOR099W","XV","511825","513006","+",1182,695,696,678,733,787,837,1196,1302
"YOR100C","XV","513295","514278","-",984,985,956,622,149,32,24,8,12
"YOR101W","XV","515244","516173","+",930,78,79,220,306,316,544,763,562
"YOR102W","XV","516423","516773","+",351,1,1,3,2,1,5,9,5
"YOR103C","XV","516449","516841","-",393,231,251,287,330,328,329,380,333
"YOR104W","XV","517642","518490","+",849,113,84,171,176,148,131,146,113
"YOR105W","XV","518195","518521","+",327,8,7,9,6,3,5,5,2
"YOR106W","XV","519121","519972","+",852,245,220,219,285,205,216,208,190
"YOR107W","XV","521353","522282","+",930,37,44,282,105,38,52,46,39
"YOR108W","XV","523027","524841","+",1815,13,13,185,588,765,1043,1655,1042
"YOR109W","XV","525278","528601","+",3324,988,921,953,1183,1042,1072,1153,1048
"YOR110W","XV","528941","530248","+",1308,229,238,345,344,291,288,344,298
"YOR111W","XV","530429","531127","+",699,228,246,231,165,137,107,128,115
"YOR112W","XV","531508","533793","+",2286,504,448,445,665,601,636,685,616
"YOR113W","XV","534075","536819","+",2745,1196,988,594,357,208,178,208,253
"YOR114W","XV","537570","538454","+",885,165,129,96,256,216,187,220,160
"YOR115C","XV","538659","539465","-",807,210,216,295,411,393,433,487,397
"YOR116C","XV","539763","544145","-",4383,246,225,655,1343,1246,1728,1731,1070
"YOR117W","XV","545029","546333","+",1305,1917,1665,1765,1627,1367,1279,1249,1078
"YOR118W","XV","546857","548560","+",1704,690,738,594,515,423,415,501,484
"YOR119C","XV","548792","550246","-",1455,859,846,722,616,462,653,665,318
"YOR120W","XV","551114","552052","+",939,4548,4410,3857,1945,582,245,135,136
"YOR121C","XV","551798","552103","-",306,24,22,32,41,51,45,54,53
"YOR122C","XV;XV","552298;552875","552665;552887","-;-",381,1402,1459,1367,1373,1170,1048,1229,1358
"YOR123C","XV","553176","554570","-",1395,1628,1685,1760,1206,986,921,1329,1159
"YOR124C","XV","554824","558642","-",3819,2238,2100,1947,1722,1181,1119,1140,1283
"YOR125C","XV","559030","559731","-",702,311,258,209,214,178,174,194,244
"YOR126C","XV","559961","560677","-",717,80,84,106,150,144,129,148,156
"YOR127W","XV","561170","564193","+",3024,493,426,435,770,603,643,696,600
"YOR128C","XV","564476","566191","-",1716,2178,2187,5638,16386,15747,11079,1904,461
"YOR129C","XV","566877","569558","-",2682,133,76,158,217,184,262,305,284
"YOR130C","XV","569929","570807","-",879,92,109,150,254,226,168,204,191
"tD(GUC)O","XV","571958","572029","+",72,4,0,2,4,3,2,1,6
"YOR131C","XV","572182","572838","-",657,340,341,312,267,204,203,217,210
"YOR132W","XV","573175","574830","+",1656,1982,1946,1366,638,473,468,580,551
"YOR133W","XV","575098","577626","+",2529,2095,1968,2823,5455,6287,9381,16369,17221
"YOR134W","XV","578564","579793","+",1230,311,267,390,42,8,10,3,3
"YOR136W","XV","580250","581359","+",1110,2429,2236,2000,2010,2051,2303,2159,2197
"YOR137C","XV","581813","583681","-",1869,264,245,560,321,126,93,128,154
"YOR138C","XV","584309","586324","-",2016,955,895,769,555,406,371,408,366
"YOR140W","XV","586981","589281","+",2301,144,98,343,259,221,248,284,214
"YOR141C","XV","589942","592587","-",2646,819,855,879,653,499,565,585,522
"YOR142W","XV","593057","594046","+",990,3610,3369,2952,1876,1310,1061,1045,1170
"YOR142W-B","XV","595112","600380","+",5269,2121,1925,1971,2220,2260,2567,2923,2514
"YOR143C","XV","601383","602342","-",960,58,63,154,205,205,194,243,236
"YOR144C","XV","602717","605092","-",2376,106,111,180,275,348,404,418,338
"YOR145C","XV","605347","606171","-",825,105,132,685,1166,1038,1413,1538,810
"YOR146W","XV","605873","606178","+",306,0,0,2,5,3,13,7,5
"YOR147W","XV","606607","608475","+",1869,1002,880,718,451,281,291,352,405
"YOR148C","XV","608640","609197","-",558,290,299,347,333,263,259,262,228
"YOR149C","XV","609838","611388","-",1551,274,223,298,300,255,296,358,300
"YOR150W","XV","611999","612490","+",492,447,439,357,289,235,177,189,232
"YOR151C","XV","612997","616671","-",3675,1593,1412,1635,2846,2465,2741,3200,2912
"YOR152C","XV","617518","618288","-",771,641,560,437,131,81,79,69,80
"YOR153W","XV","619840","624375","+",4536,1269,1167,1267,3181,2916,2980,3231,3294
"YOR154W","XV","624729","626492","+",1764,174,161,350,408,321,387,402,290
"YOR155C","XV","626628","627980","-",1353,664,628,608,497,414,413,433,303
"YOR156C","XV","628360","630540","-",2181,229,168,205,199,184,162,195,171
"YOR157C","XV","630966","631751","-",786,726,662,636,803,760,835,902,764
"YOR158W","XV","632164","633120","+",957,1485,1426,690,470,354,281,301,315
"YOR159C","XV","633282","633566","-",285,122,112,169,228,213,189,245,213
"YOR160W","XV","633839","636757","+",2919,483,528,603,648,507,551,586,489
"YOR161C","XV","636939","638558","-",1620,1690,1336,767,291,140,73,101,213
"YOR161W-B","XV","637975","638235","+",261,1,1,2,1,1,2,3,1
"YOR161C-C","XV","639121","639267","-",147,1,0,1,4,0,0,1,4
"YOR162C","XV","639560","641992","-",2433,749,679,655,399,282,257,283,243
"YOR163W","XV","642741","643307","+",567,587,568,583,491,450,535,682,469
"YOR164C","XV","643394","644332","-",939,479,524,589,584,553,720,951,1063
"YOR165W","XV","644566","646896","+",2331,811,753,777,1009,1034,1191,1406,1221
"YOR166C","XV","647126","648502","-",1377,202,144,242,318,326,349,395,327
"YOR167C","XV","648804","649007","-",204,266,257,453,853,1045,1348,2558,3540
"YOR168W","XV","649303","651732","+",2430,841,779,1099,2266,2379,3185,4568,3489
"YOR169C","XV","651376","651840","-",465,10,14,9,8,10,12,18,12
"YOR170W","XV","651858","652163","+",306,2,2,0,2,4,6,6,4
"YOR171C","XV","652010","653884","-",1875,645,543,714,744,572,616,670,545
"YOR172W","XV","654210","656570","+",2361,421,316,456,421,313,370,330,313
"YOR173W","XV","657264","658325","+",1062,6136,5626,3588,1104,317,135,87,166
"YOR174W","XV","658747","659601","+",855,256,275,255,209,188,189,204,191
"YOR175C","XV","659815","661674","-",1860,1097,1034,891,987,963,960,1053,1230
"YOR176W","XV","662401","663582","+",1182,1973,1697,1255,903,698,715,774,676
"YOR177C","XV","665785","667179","-",1395,112,114,85,67,46,37,38,47
"YOR178C","XV","667860","670241","-",2382,1237,821,256,37,5,6,7,30
"YOR179C","XV","671845","672411","-",567,275,294,224,90,88,85,126,133
"YOR180C","XV","674352","675167","-",816,475,378,258,92,41,65,84,82
"YOR181W","XV","675939","677840","+",1902,459,370,335,235,168,163,230,253
"YOR182C","XV;XV","678191;678791","678379;678793","-;-",192,147,148,359,866,1112,1565,3266,3924
"YOR184W","XV","679357","680544","+",1188,1099,1196,3342,8545,9036,8480,5351,1532
"snR36","XV","680685","680866","-",182,5,5,7,1,1,3,3,2
"YOR185C","XV","681444","682106","-",663,1906,1865,1734,1206,751,621,351,286
"YOR186W","XV","683111","683545","+",435,19,24,6,2,3,3,2,9
"YOR187W","XV","684030","685343","+",1314,4145,3794,2913,1981,1308,1270,1296,1460
"YOR188W","XV","685767","689180","+",3414,137,115,232,525,561,820,990,765
"YOR189W","XV","689624","689974","+",351,220,227,259,288,197,203,160,173
"YOR190W","XV","690695","692032","+",1338,24,21,24,15,13,16,34,34
"YOR191W","XV","692475","697334","+",4860,1363,1413,1220,945,851,1004,1084,1010
"YOR192C","XV","698768","700567","-",1800,123,97,59,23,35,29,50,52
"YOR192C-C","XV","703988","704224","-",237,13,13,6,6,8,12,12,15
"YOR192C-B","XV","704419","709732","-",5314,1177,1191,1213,1304,1374,1497,1516,1263
"YOR193W","XV","710446","711576","+",1131,447,413,246,155,123,105,143,137
"YOR194C","XV","711683","712543","-",861,1129,1138,1124,961,793,772,830,740
"YOR195W","XV","712866","715331","+",2466,273,244,400,1040,1157,1192,1300,1024
"YOR196C","XV","715593","716837","-",1245,325,293,405,488,424,472,456,342
"YOR197W","XV","717086","718384","+",1299,700,677,838,810,719,821,1085,865
"YOR198C","XV","718653","720065","-",1413,1349,1150,1549,2199,2311,2609,3210,2892
"YOR201C","XV","720470","721708","-",1239,243,191,439,540,365,328,352,258
"YOR202W","XV","721946","722608","+",663,67,76,301,912,877,808,513,214
"YOR203W","XV","722565","722918","+",354,2,1,9,25,18,33,20,5
"YOR204W","XV","722911","724725","+",1815,594,696,1435,1107,1079,1476,1652,1248
"YOR205C","XV","725564","727234","-",1671,162,157,355,373,266,306,314,278
"YOR206W","XV","727512","729644","+",2133,18,33,728,1815,1784,2427,2885,1578
"YOR207C","XV","730008","733457","-",3450,223,191,659,1626,1414,1830,2201,1119
"YOR208W","XV","733925","736177","+",2253,509,484,939,713,383,301,286,238
"YOR209C","XV","736437","737726","-",1290,561,538,1103,1205,1061,1267,1642,1385
"YOR210W","XV","738320","738532","+",213,67,87,209,359,412,453,488,424
"YOR211C","XV","738924","741569","-",2646,1238,992,785,657,497,525,619,580
"YOR212W","XV","742910","744181","+",1272,340,293,615,1151,814,957,964,890
"YOR213C","XV","744535","745281","-",747,180,179,277,213,151,155,174,139
"YOR214C","XV","745593","746303","-",711,3,2,3,1,0,0,1,1
"YOR215C","XV","746725","747282","-",558,2832,2765,1880,900,434,271,287,326
"YOR216C","XV","747525","748979","-",1455,358,334,493,625,683,796,878,753
"YOR217W","XV","749301","751886","+",2586,528,431,575,912,851,956,1191,1082
"YOR219C","XV","752214","755009","-",2796,1127,944,1271,619,441,402,494,544
"YOR220W","XV","755328","756125","+",798,2360,2323,1926,625,268,166,180,236
"YOR221C","XV","756476","757558","-",1083,620,677,764,566,322,241,180,155
"YOR222W","XV","758330","759253","+",924,216,216,226,180,198,358,854,807
"snR35","XV","759326","759529","-",204,9,5,9,7,3,1,4,1
"YOR223W","XV","759782","760660","+",879,487,455,229,161,101,103,94,105
"YOR224C","XV","760825","761265","-",441,78,99,241,501,480,581,876,584
"YOR226C","XV","761614","762084","-",471,29,28,72,178,155,215,218,210
"YOR227W","XV","762825","766565","+",3741,4089,3517,2606,1423,911,645,678,968
"YOR228C","XV","766869","767777","-",909,515,464,289,138,64,63,66,68
"YOR229W","XV","768409","769812","+",1404,133,142,268,280,178,263,355,232
"YOR230W","XV","770800","772113","+",1314,9149,8976,8713,6582,4173,3702,3221,2696
"YOR231W","XV","772601","774127","+",1527,300,259,342,318,302,296,388,331
"YOR232W","XV","774573","775259","+",687,1063,1171,975,1016,1037,1197,1385,1164
"YOR233W","XV","775846","778248","+",2403,84,88,249,407,516,696,768,518
"YOR234C","XV;XV","778555;779387","778859;779405","-;-",324,51,49,255,1109,1499,2080,3431,3043
"snR17a","XV;XV","780107;780278","780120;780596","+;+",333,28,24,20,11,7,11,10,10
"YOR236W","XV","780906","781541","+",636,27,19,79,164,226,313,356,210
"YOR237W","XV","781994","783298","+",1305,11,8,13,36,27,30,39,35
"YOR238W","XV","783677","784588","+",912,189,194,204,269,240,230,280,230
"YOR239W","XV;XV","784857;785689","785687;786744","+;+",1887,822,821,1152,1294,1273,1623,2245,1899
"YOR241W","XV","786995","788641","+",1647,296,271,517,683,666,724,859,615
"YOR242C","XV","788742","789857","-",1116,9,9,18,25,36,38,86,85
"YOR243C","XV","790211","792241","-",2031,42,72,458,1139,1232,1566,1891,1039
"YOR244W","XV","792531","793868","+",1338,715,717,575,470,364,321,309,315
"YOR245C","XV","794076","795332","-",1257,1004,990,761,437,269,251,271,303
"YOR246C","XV","795801","796793","-",993,157,153,305,483,456,510,673,622
"YOR247W","XV","797676","798308","+",633,173,158,173,398,678,897,1106,1356
"YOR248W","XV","798013","798315","+",303,0,3,1,6,11,8,16,19
"YOR249C","XV","798674","800731","-",2058,606,591,369,291,243,218,251,228
"YOR250C","XV","800970","802307","-",1338,370,354,319,246,154,161,188,168
"YOR251C","XV","802550","803464","-",915,334,303,311,320,302,333,473,413
"YOR252W","XV","803667","804203","+",537,35,58,193,365,331,421,452,232
"YOR253W","XV","804377","804907","+",531,131,139,198,266,289,367,490,547
"YOR254C","XV","805032","807023","-",1992,412,412,805,1350,1504,1783,2277,2096
"YOR255W","XV","807271","808107","+",837,2,5,3,1,1,0,0,0
"YOR256C","XV","808254","810683","-",2430,1059,904,875,651,469,458,560,508
"YOR257W","XV","811008","811493","+",486,568,671,517,420,309,255,270,234
"YOR258W","XV","811671","812324","+",654,126,150,105,76,45,41,42,34
"YOR259C","XV","812395","813708","-",1314,2455,2257,1967,1648,1433,1466,1482,1313
"YOR260W","XV","813984","815720","+",1737,289,288,806,1351,1250,1608,1934,1370
"YOR261C","XV","815915","816931","-",1017,3863,4066,3126,2303,1699,1477,1464,1332
"YOR262W","XV","817292","818335","+",1044,121,116,187,295,295,313,334,211
"YOR264W","XV","818866","820158","+",1293,1400,1379,872,456,269,330,507,533
"YOR265W","XV","820454","820774","+",321,129,156,178,191,222,213,287,283
"YOR266W","XV","821023","822294","+",1272,259,228,176,139,100,148,144,119
"YOR267C","XV","822588","824867","-",2280,1839,1526,1465,686,428,334,423,460
"YOR269W","XV","826385","827869","+",1485,25,38,85,106,97,122,147,128
"YOR270C","XV","828052","830574","-",2523,3257,3129,3746,3498,2981,3026,3513,4260
"YOR271C","XV","831059","832042","-",984,39,47,171,321,368,533,780,541
"snR8","XV","832332","832521","+",190,2,3,5,4,1,0,3,1
