Compound,Pathways of compound,ChEBI,Molecular-Weight,KEGG,Object ID
CPD-13717,,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:62226'>62226</a>,269.159,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05699'>C05699</a>,CPD-13717
2-HEXAPRENYL-6-METHOXY-14-BENZOQUINOL,PWY3O-19 // ALL-CHORISMATE-YEAST-PWY // PWY-7230 // PWY-7235 // PWY-7233,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:61472'>61472</a>,548.848,,2-HEXAPRENYL-6-METHOXY-14-BENZOQUINOL
CPD-18353,PWY-7269 // PWY-7245 // PWY-7269-YEAST // PWY-7119 // PWY-7367 // LIPAS-PWY // PWY3O-6407 // PWY3O-6499 // PWY-3561 // LIPASYN-PWY-1 // PWY-5667 // PWY4FS-8 // TRIGLSYN-PWY,,698.959,,CPD-18353
CPD-13711,,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:63692'>63692</a>,237.275,,CPD-13711
CPD-18351,PWY3O-6407 // PWY3O-6499 // PWY-3561 // LIPASYN-PWY-1 // PWY-5667 // PWY4FS-8 // TRIGLSYN-PWY,,670.905,,CPD-18351
CPD-13471,,,320.425,,CPD-13471
CPD-18352,PWY-7269 // PWY-7245 // PWY-7269-YEAST // PWY-7119 // PWY-7367 // LIPAS-PWY // PWY3O-6407 // PWY3O-6499 // PWY-3561 // LIPASYN-PWY-1 // PWY-5667 // PWY4FS-8 // TRIGLSYN-PWY,,672.921,,CPD-18352
CPD-13181,,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:62554'>62554</a>,718.814,,CPD-13181
CPD0-1425,PWY3O-6407 // PWY3O-6499 // PWY-3561 // LIPASYN-PWY-1 // PWY-5667 // PWY4FS-8 // TRIGLSYN-PWY,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:83550'>83550</a>,590.776,,CPD0-1425
CPD-13024,,,211.088,,CPD-13024
CPD0-1423,PWY3O-6407 // PWY3O-6499 // PWY-3561 // LIPASYN-PWY-1 // PWY-5667 // PWY4FS-8 // TRIGLSYN-PWY,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:82921'>82921</a>,702.99,,CPD0-1423
CPD-12010,,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:52682'>52682</a>,90.122,,CPD-12010
CPD-11876,,,182.176,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05583'>C05583</a>,CPD-11876
CPD-11770,,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:71175'>71175</a>,255.233,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C21008'>C21008</a>,CPD-11770
CPD-18390,PWY3O-6407 // PWY3O-6499 // PWY-3561 // LIPASYN-PWY-1 // PWY-5667 // PWY4FS-8 // TRIGLSYN-PWY,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:72858'>72858</a>,618.83,,CPD-18390
CPD-11763,,,644.686,,CPD-11763
CPD-11641,,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:91117'>91117</a>,338.313,,CPD-11641
DIHYDRO-NEO-PTERIN,PWY-6147 // PWY-6612 // FOLSYN-PWY,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:17001'>17001</a>,255.233d0,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04874'>C04874</a>,DIHYDRO-NEO-PTERIN
CPD-17373,PWY3O-6407 // PWY3O-6499 // PWY-3561 // LIPASYN-PWY-1 // PWY-5667 // PWY4FS-8 // TRIGLSYN-PWY,,728.942,,CPD-17373
CPD-11552,,,222.177,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05645'>C05645</a>,CPD-11552
CPD-8485,,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:42491'>42491</a>,222.243,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C10043'>C10043</a>,CPD-8485
CPD-1130,,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:57425'>57425</a>,160.126,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01989'>C01989</a>,CPD-1130
CPD-1092,,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:27452'>27452</a>,104.151,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C07083'>C07083</a>,CPD-1092
CPD-7222,PWY-7291 // PWY-5137 // YEAST-FAO-PWY // PWY-7288 // PWY-6837,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:57330'>57330</a>,943.792,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03221'>C03221</a>,CPD-7222
CPD-10809,PWY-6168,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:58890'>58890</a>,353.228,,CPD-10809
2-HEXAPRENYL-3-METHYL-6-METHOXY-14-BENZ,PWY3O-19 // ALL-CHORISMATE-YEAST-PWY // PWY-7230 // PWY-7235 // PWY-7233,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:61473'>61473</a>,562.874,,2-HEXAPRENYL-3-METHYL-6-METHOXY-14-BENZ
CPD-1075,,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:1883'>1883</a>,120.151,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05627'>C05627</a>,CPD-1075
CPD0-2108,PWY-5137 // YEAST-FAO-PWY // PWY-7288 // PWY-6837,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:62242'>62242</a>,887.685,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05276'>C05276</a>,CPD0-2108
CPD-17319,PWY3O-6407 // PWY3O-6499 // PWY-3561 // LIPASYN-PWY-1 // PWY-5667 // PWY4FS-8 // TRIGLSYN-PWY,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:74560'>74560</a>,700.975,,CPD-17319
CPD-1063,PWY3O-64,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:58548'>58548</a>,258.182,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04582'>C04582</a>,CPD-1063
CPD-10600,,,925.647,,CPD-10600
CPD-10322,,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:53090'>53090</a>,206.33,,CPD-10322
CPD-10145,,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:5020'>5020</a>,211.953,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00324'>C00324</a>,CPD-10145
COPROPORPHYRINOGEN_III,HEME-BIOSYNTHESIS-II // PWY-5920,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:57309'>57309</a>,656.734,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03263'>C03263</a>,COPROPORPHYRINOGEN_III
CONIFERYL-ALCOHOL,,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:17745'>17745</a>,180.203,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00590'>C00590</a>,CONIFERYL-ALCOHOL
CO3,,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:41609'>41609</a>,60.009,,CO3
COUMARYL-ALCOHOL,,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:28386'>28386</a>,150.177,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02646'>C02646</a>,COUMARYL-ALCOHOL
CIT,PWY-5690 // GLYOXYLATE-BYPASS,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:16947'>16947</a>,189.101,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00158'>C00158</a>,CIT
FERULIC-ACID,,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:29749'>29749</a>,193.179,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01494'>C01494</a>,FERULIC-ACID
CARBON-MONOXIDE,,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:17245'>17245</a>,28.01,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00237'>C00237</a>,CARBON-MONOXIDE
PHE,PWY-5081 // PWY-5082 // PWY-7269 // PWY-7245 // PWY-7269-YEAST // PWY-7119 // PWY-7367 // PWY3O-64 // PWY-4041 // PWYQT-4432 // PWY3O-114 // PHENYLALANINE-DEG1-PWY // TRNA-CHARGING-PWY // ANAPHENOXI-PWY // PHESYN // PWY-5079,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:58095'>58095</a>,165.191d0,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00079'>C00079</a>,PHE
CARBON-DIOXIDE,VALSYN-PWY // PWY-5189 // PWY3O-50 // PYRIMID-RNTSYN-PWY // PWY-7790 // PWY-5669 // TRPSYN-PWY // PWY-46 // PWY0-1305 // PWY-922 // PWY-5910 // ARGSPECAT-PWY // BSUBPOLYAMSYN-PWY // PHESYN // PWY3O-19 // ALL-CHORISMATE-YEAST-PWY // PWY-7230 // PWY-7235 // PWY-5081 // ILEUSYN-PWY // PWY-7851 // PWY3O-4108 // PWY-5768 // PWY-5486 // GLYCLEAV-PWY // GLYCINE-SYN2-PWY // PWY-5084 // PWY-5690 // PWY3O-440 // PWY3O-981 // PWY-6074 // ERGOSTEROL-SYN-PWY // PWY66-429 // PYRUVDEHYD-PWY // PWY-7268 // PWY-7245 // PWY-6909 // HEME-BIOSYNTHESIS-II // PWY-5920 // PWY-5938 // PWY-6124 // PWY-841 // LEUSYN-PWY // BRANCHED-CHAIN-AA-SYN-PWY // PWY-5057 // PWY-5078 // PWY3O-4109 // PWY-5079 // ANAPHENOXI-PWY // PWY-5076 // PWY3O-4112 // OXIDATIVEPENT-PWY // PENTOSE-P-PWY // PWY-7036 // PWY-1881 // PWY-1801-YEAST // PWY-7286 // PWY-2201 // PWY3O-697 // PWY-7233 // LYSINE-AMINOAD-PWY // PWY-5082 // PWY-7985 // PWY-7686 // GLUCONEO-YEAST-PWY // PWY-7118 // SPHINGOLIPID-SYN-PWY // PWY4FS-6 // PWY-7119 // PWY-7388 // PWY-5994 // PWY-5966-1 // PWY3O-355 // TYRSYN // COMPLETE-ARO-YEAST-PWY // LYSDEGII-PWY // PWY-7283 // PWY-5703 // ALLANTOINDEG-PWY // PWY0-1507 // PWY-5653 // NADSYN-PWY,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:16526'>16526</a>,44.01d0,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00011'>C00011</a>,CARBON-DIOXIDE
P-COUMAROYL-COA,PWY-5137 // YEAST-FAO-PWY // PWY-7288 // PWY-6837 // PWY-5754,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:15499'>15499</a>,909.648,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00223'>C00223</a>,P-COUMAROYL-COA
CANAVANINOSUCCINATE,,,291.24,,CANAVANINOSUCCINATE
CPD-674,PWY-7269 // PWY-7245 // PWY-7269-YEAST // PWY-7119 // PWY-7367,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:15669'>15669</a>,147.153,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00423'>C00423</a>,CPD-674
CANAVANINE,,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:78902'>78902</a>,177.183,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00308'>C00308</a>,CANAVANINE
BIO-5-AMP,,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:62414'>62414</a>,572.509,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05921'>C05921</a>,BIO-5-AMP
CPD-14283,PWY-7036 // PWY-5137 // YEAST-FAO-PWY // PWY-7288 // PWY-6837,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:74281'>74281</a>,1140.167,,CPD-14283
COUMARATE,PWY-7269 // PWY-7245 // PWY-7269-YEAST // PWY-7119 // PWY-7367 // PWY-5754,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:12876'>12876</a>,163.152,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00811'>C00811</a>,COUMARATE
APS,PWY-5340 // SO4ASSIM-PWY // PWY-821,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:58243'>58243</a>,425.266,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00224'>C00224</a>,APS
ANTHRANILATE,TRPSYN-PWY // COMPLETE-ARO-YEAST-PWY,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:16567'>16567</a>,136.13,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00108'>C00108</a>,ANTHRANILATE
CPD-18490,PWY-5137 // YEAST-FAO-PWY // PWY-7288 // PWY-6837,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:76418'>76418</a>,1104.05,,CPD-18490
NMNH,,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:90832'>90832</a>,334.222,,NMNH
AMMONIA,GLUGLNSYN-PWY // PWY-6963,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:16134'>16134</a>,17.03d0,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00014'>C00014</a>,AMMONIA
AMINO-HYDROXYMETHYL-METHYLPYRIMIDINE-PP,PWY-7282 // PWY-6910 // PWY-6908 // PWY-7356 // PWY-7357 // PWY-7353,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:57841'>57841</a>,296.093,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04752'>C04752</a>,AMINO-HYDROXYMETHYL-METHYLPYRIMIDINE-PP
CPD-14281,PWY-7036 // PWY-5137 // YEAST-FAO-PWY // PWY-7288 // PWY-6837,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:74692'>74692</a>,1084.06,,CPD-14281
NICOTINAMIDE_NUCLEOTIDE,PERIPLASMA-NAD-DEGRADATION // PWY3O-4106,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:14649'>14649</a>,333.214,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00455'>C00455</a>,NICOTINAMIDE_NUCLEOTIDE
AMINO-HYDROXYMETHYL-METHYL-PYR-P,PWY-7282 // PWY-7356 // PWY-7357 // PWY-6910,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:58354'>58354</a>,217.121,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04556'>C04556</a>,AMINO-HYDROXYMETHYL-METHYL-PYR-P
ALLYSINE,LYSINE-AMINOAD-PWY,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:58321'>58321</a>,145.158d0,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04076'>C04076</a>,ALLYSINE
CPD-14282,PWY-7036 // PWY-5137 // YEAST-FAO-PWY // PWY-7288 // PWY-6837,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:74693'>74693</a>,1112.113,,CPD-14282
ACRYLATE,,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:37080'>37080</a>,71.055,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00511'>C00511</a>,ACRYLATE
ACRYLAMIDE,,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:28619'>28619</a>,71.079,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01659'>C01659</a>,ACRYLAMIDE
CPD-13409,,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:6731'>6731</a>,504.441,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C08243'>C08243</a>,CPD-13409
ACETOL,,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:27957'>27957</a>,74.079,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05235'>C05235</a>,ACETOL
CPD-7000,PWY-5057 // PWY-7269 // PWY-7245 // PWY-7269-YEAST,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:48943'>48943</a>,72.107,,CPD-7000
8-AMINO-7-OXONONANOATE,PWY0-1507,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:57532'>57532</a>,187.238d0,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01092'>C01092</a>,8-AMINO-7-OXONONANOATE
FORMALDEHYDE,PWY-1801 // PWY-1801-YEAST // PWY-7269 // PWY-7245 // PWY-7269-YEAST,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:16842'>16842</a>,30.026d0,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00067'>C00067</a>,FORMALDEHYDE
7-METHYLGUANOSINE-5-PHOSPHATE,,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:58285'>58285</a>,376.242,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03998'>C03998</a>,7-METHYLGUANOSINE-5-PHOSPHATE
5-PHOSPHORIBOSYL-N-FORMYLGLYCINEAMIDINE,PWY-6121 // PWY-841,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:18413'>18413</a>,312.196,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04640'>C04640</a>,5-PHOSPHORIBOSYL-N-FORMYLGLYCINEAMIDINE
CPD-15655,PWY-6837 // PWY-7338 // PWY-7337,,929.765,,CPD-15655
MALTOTETRAOSE,,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:28460'>28460</a>,666.583,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02052'>C02052</a>,MALTOTETRAOSE
5-PHOSPHORIBOSYL-5-AMINOIMIDAZOLE,PWY-6121 // PWY-6124 // PWY-841,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:137981'>137981</a>,294.18,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03373'>C03373</a>,5-PHOSPHORIBOSYL-5-AMINOIMIDAZOLE
CPD0-1133,,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:61954'>61954</a>,1153.009,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?G00689'>G00689</a>,CPD0-1133
5-PHOSPHO-RIBOSYL-GLYCINEAMIDE,PWY-6121 // PWY-841 // PWY-6613 // FOLSYN-PWY,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:58457'>58457</a>,285.17,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03838'>C03838</a>,5-PHOSPHO-RIBOSYL-GLYCINEAMIDE
MALTOPENTAOSE,,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:61952'>61952</a>,828.725,,MALTOPENTAOSE
5-P-RIBOSYL-N-FORMYLGLYCINEAMIDE,PWY-6613 // FOLSYN-PWY // PWY-6121 // PWY-841,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:58426'>58426</a>,312.172,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04376'>C04376</a>,5-P-RIBOSYL-N-FORMYLGLYCINEAMIDE
MALTOHEXAOSE,,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:61953'>61953</a>,990.867,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01936'>C01936</a>,MALTOHEXAOSE
5-P-BETA-D-RIBOSYL-AMINE,PWY-7282 // PWY-6121 // PWY-841,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:58681'>58681</a>,228.118,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03090'>C03090</a>,5-P-BETA-D-RIBOSYL-AMINE
LIPOIC-ACID,PWY0-522,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:83088'>83088</a>,205.309,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C16241'>C16241</a>,LIPOIC-ACID
5-OXOPROLINE,PWY-7942 // PWY-4041,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:58402'>58402</a>,128.107,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01879'>C01879</a>,5-OXOPROLINE
FMN,PWY-723 // PWY-6168,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:58210'>58210</a>,453.324,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00061'>C00061</a>,FMN
5-METHYLTHIOADENOSINE,ARGSPECAT-PWY // BSUBPOLYAMSYN-PWY // PWY-7546 // PWY-7286 // PWY-7283 // PWY-6756 // PWY3O-64,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:17509'>17509</a>,297.331d0,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00170'>C00170</a>,5-METHYLTHIOADENOSINE
FAD,PWY-6168,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:57692'>57692</a>,782.533,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00016'>C00016</a>,FAD
5-AMINOPENTANOATE,LYSDEGII-PWY,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:356010'>356010</a>,117.147,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00431'>C00431</a>,5-AMINOPENTANOATE
CPD-18260,PWY0-1597,,524.466,,CPD-18260
5-AMINO-LEVULINATE,PWY-5189 // PWY-5920 // PWY3O-50,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:356416'>356416</a>,131.131d0,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00430'>C00430</a>,5-AMINO-LEVULINATE
CO-A,PWY-5189 // PWY-5920 // PWY3O-50 // PWY-5344 // HSERMETANA-PWY // PWY-6293 // PWY-821 // PWY-5084 // PYRUVDEHYD-PWY // PWY3O-4 // PWY3O-1801 // PWY-5996 // ARGSYNBSUB-PWY // LYSINE-AMINOAD-PWY // UDPNACETYLGALSYN-PWY // PWY-6981 // UDPNAGSYN-YEAST-PWY // PWY-7851 // GLYOXYLATE-BYPASS // LEUSYN-PWY // BRANCHED-CHAIN-AA-SYN-PWY // PWY3O-6499 // TRIGLSYN-PWY // PWY-5667 // PWY4FS-8 // PWY-7036 // PWY3O-6407 // PWY-7292 // PWY-7420 // PWY-7409 // PWY-7416 // PWY-7417 // PWY-7411 // PWY-7424 // PWY-5148 // PWY-7800 // SPHINGOLIPID-SYN-PWY // PWY-4061 // PWY-5966-1 // PWY66-429 // LYSDEGII-PWY // PWY3O-355 // PWY-5994 // PWY-6012-1 // PWY-7985 // PWY-7382 // PWY-7386 // PWY-7340 // PWY-7339 // PWY-7338 // PWY-7337 // PWY-7291 // PWY-5436 // PWY-5143 // PWY-7119 // YEAST-FAO-PWY // PWY-7288 // PWY-922 // ERGOSTEROL-SYN-PWY // PWY-5910 // PWY-5690 // PWY-7118 // PWY0-1313 // PWY66-21,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:57287'>57287</a>,763.502,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00010'>C00010</a>,CO-A
5-ACETAMIDOVALERATE,LYSDEGII-PWY,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:79193'>79193</a>,158.177,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03087'>C03087</a>,5-ACETAMIDOVALERATE
HEXANAL,PWY-7269 // PWY-7245 // PWY-7269-YEAST,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:88528'>88528</a>,100.16,,HEXANAL
4-PHOSPHONOOXY-THREONINE,,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:58452'>58452</a>,213.083,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C06055'>C06055</a>,4-PHOSPHONOOXY-THREONINE
4-P-PANTOTHENATE,PANTO-PWY // PWY-7851,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:10986'>10986</a>,296.193,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03492'>C03492</a>,4-P-PANTOTHENATE
CPD-371,PWY-7269 // PWY-7245 // PWY-7269-YEAST,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:17935'>17935</a>,128.214d0,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01545'>C01545</a>,CPD-371
4-IMIDAZOLEACETATE,,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:57969'>57969</a>,125.107,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02835'>C02835</a>,4-IMIDAZOLEACETATE
4-HYDROXYBENZALDEHYDE,PWY-5754,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:17597'>17597</a>,122.123,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00633'>C00633</a>,4-HYDROXYBENZALDEHYDE
PALMITALDEHYDE,PWY-7269 // PWY-7245 // PWY-7269-YEAST // PWY-7119,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:17600'>17600</a>,240.428d0,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00517'>C00517</a>,PALMITALDEHYDE
4-GUANIDO-BUTYRAMIDE,,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:58365'>58365</a>,145.184,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03078'>C03078</a>,4-GUANIDO-BUTYRAMIDE
4-AMINO-BUTYRATE,PWY0-1305 // PWY-6536,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:59888'>59888</a>,103.121d0,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00334'>C00334</a>,4-AMINO-BUTYRATE
ACETALD,GLYSYN-THR-PWY // PWY-7118 // PWY-5486 // PWY-723 // PWY-7269 // PWY-7269-YEAST // PWY-7910 // PWY-5768 // PWY-7268 // PWY-7245 // PWY-5436 // PWY66-21 // PWY3O-440 // PWY3O-981,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:15343'>15343</a>,44.053d0,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00084'>C00084</a>,ACETALD
4-AMINO-4-DEOXYCHORISMATE,PWY-6543 // PWY-6612 // FOLSYN-PWY // PWY3O-1874,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:58406'>58406</a>,224.193,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C11355'>C11355</a>,4-AMINO-4-DEOXYCHORISMATE
CPD-15579,,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:61660'>61660</a>,96.081,,CPD-15579
34-DIHYDROXYPHENYLACETALDEHYDE,,<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:27978'>27978</a>,152.149,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04043'>C04043</a>,34-DIHYDROXYPHENYLACETALDEHYDE
