"Compound"	"Pathways of compound"	"ChEBI"	"Molecular-Weight"	"Common-Name"	"KEGG"	"Object ID"
CPD-19492	""		158.11	"3-ethyl-2-oxosuccinate"		"CPD-19492"
2-TRANS6-TRANS-FARNESAL	PWY-7269 // PWY-7245 // PWY-7269-YEAST	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:15894'>15894</a>"	220.354	"(2<i>E</i>,6<i>E</i>)-farnesal"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03461'>C03461</a>"	"2-TRANS6-TRANS-FARNESAL"
CPD-19395	""		260.226	"&gamma;-L-glutamyl-glycylglycine"		"CPD-19395"
XANTHOSINE-5-PHOSPHATE	PWY3O-743 // PWY3O-1 // SALVPURINE2-PWY // PWY-7221 // PWY-841 // PWY-7228	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:57464'>57464</a>"	362.192d0	"XMP"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00655'>C00655</a>"	"XANTHOSINE-5-PHOSPHATE"
CPD-19177	""		338.167	"1-(5'-phospho-&beta;-D-ribofuranosyl)barbiturate"		"CPD-19177"
ITP	""	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:61402'>61402</a>"	504.137	"ITP"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00081'>C00081</a>"	"ITP"
CPD-19042	""		103.121	"2-hydroxyisobutyramide"		"CPD-19042"
IMP	PWY-7221 // PWY-7228 // PWY-6124 // PWY-7219 // PWY-841 // PWY-7229 // PWY-6610 // PWY3O-2220 // PWY3O-1	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:58053'>58053</a>"	346.193	"IMP"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00130'>C00130</a>"	"IMP"
CPD-19014	""	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:19641'>19641</a>"	103.097	"2-hydroxy-2-methylpropanoate"		"CPD-19014"
IDP	""	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:58280'>58280</a>"	425.165	"IDP"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00104'>C00104</a>"	"IDP"
CPD-18550	""		502.359	"quinoxaline-2-carboxyl adenylate"		"CPD-18550"
HYPOXANTHINE	PWY0-1296 // PWY-6610 // PWY3O-2220 // PWY3O-1	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:17368'>17368</a>"	136.113d0	"hypoxanthine"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00262'>C00262</a>"	"HYPOXANTHINE"
CPD-18539	""		252.226	"(R)-<i>N</i>-formyl-&beta;-hydroxy-L-kynurenine"		"CPD-18539"
GTP	PWY-7221 // PWY-7228 // PWY-7891 // PWY-7375 // PWY-6502 // PWY-5659 // PWY-6147 // PWY-6612 // FOLSYN-PWY // PWY-6168 // PWY-7219 // PWY-841 // PWY-7229 // PWY0-163	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:37565'>37565</a>"	519.151	"GTP"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00044'>C00044</a>"	"GTP"
CPD-18238	PWY-4984 // PYRIMID-RNTSYN-PWY // PWY-7790 // ARGSYNBSUB-PWY	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:86994'>86994</a>"	139.989	"carboxyphosphate"		"CPD-18238"
GMP	PWY-6620 // PWY3O-743 // PWY3O-1 // PWY-7221 // PWY-841 // PWY-7228	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:58115'>58115</a>"	361.207	"GMP"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00144'>C00144</a>"	"GMP"
CPD-1789	PWY3O-6	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:17803'>17803</a>"	146.099	"dehydro-D-arabinono-1,4-lactone"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C06316'>C06316</a>"	"CPD-1789"
GDP	PWY-7226 // PWY0-163 // PWY-7219 // PWY-7229 // MANNOSYL-CHITO-DOLICHOL-BIOSYNTHESIS // PWY-7891 // PWY-7921 // SPHINGOLIPID-SYN-PWY // PWY3O-123 // PWY-7221 // PWY-841 // PWY-7228	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:58189'>58189</a>"	440.179	"GDP"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00035'>C00035</a>"	"GDP"
CPD-16493	""		590.773	"dup 128"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?D03735'>D03735</a>"	"CPD-16493"
DITP	""	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:61382'>61382</a>"	488.137	"dITP"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01345'>C01345</a>"	"DITP"
CPD-16492	""	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:95040'>95040</a>"	393.565	"CI 976"		"CPD-16492"
DGTP	PWY-7226 // PWY-841 // PWY-7228 // PWY-6502	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:61429'>61429</a>"	503.152	"dGTP"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00286'>C00286</a>"	"DGTP"
CPD-16477	""		523.524	"<i>O</i>-perylenebutylmethylphosphonic-acid-p-nitrophenyl ester"		"CPD-16477"
DGMP	""	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:57673'>57673</a>"	345.208	"dGMP"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00362'>C00362</a>"	"DGMP"
CPD-16010	""		2852.54	"melittin"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C11198'>C11198</a>"	"CPD-16010"
DGDP	PWY-7226 // PWY-841 // PWY-7228	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:58595'>58595</a>"	424.18	"dGDP"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00361'>C00361</a>"	"DGDP"
CPD-15777	PWY-7357		260.338	"pyrithiamine"		"CPD-15777"
DATP	PWY-7227 // PWY-841 // PWY-7229	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:61404'>61404</a>"	487.152	"dATP"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00131'>C00131</a>"	"DATP"
CPD-15776	PWY-7357	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:78249'>78249</a>"	266.337	"oxythiamine"		"CPD-15776"
DAMP	""	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:58245'>58245</a>"	329.208	"dAMP"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00360'>C00360</a>"	"DAMP"
CPD-15524	""		170.638	"(S)-3-chloro-1-phenyl-1-propanol"		"CPD-15524"
DADP	PWY-7227 // PWY-841 // PWY-7229	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:57667'>57667</a>"	408.18	"dADP"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00206'>C00206</a>"	"DADP"
CPD-15523	""		168.622	"3-chloro-1-phenyl-1-propanone"		"CPD-15523"
CPD-20944	""	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:77181'>77181</a>"	372.532	"crystal violet"		"CPD-20944"
CPD-15522	""		118.175	"(2S,5S)-hexanediol"		"CPD-15522"
CPD0-2231	""	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:62286'>62286</a>"	409.165	"dIDP"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01344'>C01344</a>"	"CPD0-2231"
CPD-15521	""	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:85014'>85014</a>"	114.144	"2,5-hexanedione"		"CPD-15521"
CPD-6901	""	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:171741'>171741</a>"	223.271	"cerulenin"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C12058'>C12058</a>"	"CPD-6901"
CPD-15435	PWY0-1587	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:73682'>73682</a>"	490.322	"(L-threonylcarbamoyl)adenylate"		"CPD-15435"
PYRAZINOIC-ACID	""	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:71266'>71266</a>"	123.091	"pyrazine-2-carboxylate"		"PYRAZINOIC-ACID"
CPD-15199	""	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:58749'>58749</a>"	212.096	"5-deoxy-&alpha;-ribose 1-phosphate"		"CPD-15199"
7-8-DIHYDROPTEROATE	PWY-6614 // PWY-6612 // FOLSYN-PWY	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:17839'>17839</a>"	313.295	"7,8-dihydropteroate"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00921'>C00921</a>"	"7-8-DIHYDROPTEROATE"
CPD-15163	""	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:27976'>27976</a>"	54.048	"prop-2-ynal"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05985'>C05985</a>"	"CPD-15163"
DIHYDROPTERIN-CH2OH-PP	PWY-6147 // PWY-6614 // PWY-6612 // FOLSYN-PWY	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:73083'>73083</a>"	352.116	"(7,8-dihydropterin-6-yl)methyl diphosphate"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04807'>C04807</a>"	"DIHYDROPTERIN-CH2OH-PP"
CPD-14766	PWY-7119	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:50626'>50626</a>"	256.428	"2-hydroxyhexadecanal"		"CPD-14766"
CPD-19840	""		811.574	"roseoflavin adenine dinucleotide"		"CPD-19840"
CPD-14535	""	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:31823'>31823</a>"	271.496	"mercuric chloride"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?D01905'>D01905</a>"	"CPD-14535"
CPD-19839	""		482.366	"roseoflavin 5'-phosphate"		"CPD-19839"
CPD-14424	""	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:76460'>76460</a>"	1091.996	"(3R,5Z,8Z,11Z,14Z,17Z)-3-hydroxydocosapentaenoyl-CoA"		"CPD-14424"
CPD-19833	""	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:136521'>136521</a>"	404.402	"roseoflavin"		"CPD-19833"
CPD-14423	""	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:73863'>73863</a>"	1089.98	"(5Z,8Z,11Z,14Z,17Z)-3-oxodocosapentaenoyl-CoA"		"CPD-14423"
CPD-16726	""	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:74926'>74926</a>"	154.122	"patulin"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C16748'>C16748</a>"	"CPD-16726"
CPD-14332	PWY0-1597	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:88052'>88052</a>"	164.097	"prenyl phosphate"		"CPD-14332"
CPD-14755	""		1101.434	"aureobasidin A"		"CPD-14755"
CPD-14102	""	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:207496'>207496</a>"	98.101	"furfuryl alcohol"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C20441'>C20441</a>"	"CPD-14102"
ATP	HISTSYN-PWY // PWY-4621-1 // PWY-7899 // PWY-4061 // PWY-6842-1 // PWY0-1597 // PWY-7888 // PWY0-522 // PWY-6938 // PWY0-1587 // PWY-5921 // PWY0-1264 // PWY-7985 // PWY-7891 // PWY-6689 // TRNA-CHARGING-PWY // UDPNACETYLGALSYN-PWY // PWY-5941 // PWY3O-3827 // PWY0-1182 // PWY-6981 // PWY-2201 // PWY-1722 // PWY3O-697 // PWY-7511-1 // LYSINE-AMINOAD-PWY // PWY-7369 // PWY-7546 // GLNSYN-PWY // PWY-6963 // PWY3O-1743 // PWY-7250 // PWY-7353 // PWY-7269 // PWY-7269-YEAST // PWY-7268 // PWY-7245 // GLUCONSUPER-PWY // PWY-7942 // PWY-5143 // PWY3O-224 // YEAST-FAO-PWY // PWY-7288 // PWY-621 // PWY-4101 // PWY3O-0 // PWY-7790 // PWY66-429 // PWY-5966-1 // PWY-7357 // PWY-6910 // PWY-6369 // PWY-6361 // PWY-6364 // PWY3O-402 // PWY-7205 // PWY0-163 // PWY-7119 // PWY-5703 // ALLANTOINDEG-PWY // PWY-7851 // PWY66-422 // PWY-7226 // PWY-7227 // PWY-7282 // PLPSAL-PWY // PWY3O-4106 // PWY-5653 // NADSYN-PWY // PWY3O-4107 // PWY-6614 // PWY-6147 // PWY-6612 // FOLSYN-PWY // PWY-6163 // ARO-PWY // COMPLETE-ARO-YEAST-PWY // ALL-CHORISMATE-YEAST-PWY // PWY-4984 // ARGSYNBSUB-PWY // PWY-6908 // PWY-7356 // PWY-6898 // PWY0-1507 // PWY-7221 // PWY-7228 // PWY-922 // ERGOSTEROL-SYN-PWY // PWY-5910 // PWY3O-450 // PWY-5041 // METHIONINE-DEG1-PWY // SAM-PWY // PWY-5340 // SO4ASSIM-PWY // PWY-821 // PWY-7193 // PWY-2161 // GLUTATHIONESYN-PWY // PWY-4041 // PWY3O-114 // PWY-7197 // PWY-7210 // PWY-7184 // PWY-6619 // PWY3O-2220 // PWY3O-1 // PWY66-423 // PANTO-PWY // PWY-4261-YEAST // HOMOSER-THRESYN-PWY // PWY-6121 // ASPARAGINE-BIOSYNTHESIS // LARABITOLUTIL-PWY // PWY-5690 // HOMOSERSYN-PWY // PWY4FS-6 // PWY3O-259 // PWY-6352 // PWY3O-242 // PWY-6351 // PWY-7219 // PWY-7229 // PWY-6168 // PROSYN-PWY // PWY-7185 // PYRIMID-RNTSYN-PWY // PWY-7177 // PWY-7176 // PWY-7196 // PWY-7208 // PWY0-662 // ASPBIO-PWY // GLUCONEO-YEAST-PWY // ANAGLYCOLYSIS-PWY // GLYCOLYSIS-YEAST-PWY // PWY-7118 // PWY0-1313 // PWY66-21 // PWY-6124 // PWY-841	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:30616'>30616</a>"	503.152	"ATP"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00002'>C00002</a>"	"ATP"
CPD-14071	""		286.37	"tetrahydroobvatol"		"CPD-14071"
AMP	PWY-7118 // PWY0-1313 // PWY66-21 // PWY-6908 // PWY-7356 // PWY-6898 // PWY-6909 // PWY0-662 // PANTO-PWY // PWY-5653 // NADSYN-PWY // PWY3O-4107 // PWY-6147 // PWY-6612 // FOLSYN-PWY // PWY-4984 // ARGSYNBSUB-PWY // PWY-6619 // YEAST-FAO-PWY // PWY-7288 // PWY-5143 // PWY-7221 // PWY-7228 // PWY-7546 // ASPARAGINE-BIOSYNTHESIS // PWY-7511-1 // LYSINE-AMINOAD-PWY // PWY-6689 // PWY-7891 // PWY-7985 // PWY0-1264 // PWY0-1587 // PWY0-522 // PWY-7119 // TRNA-CHARGING-PWY // PWY-5921 // PWY-7888 // PWY-7851 // PWY-7899 // PERIPLASMA-NAD-DEGRADATION // PWY-7219 // PWY-841 // PWY-7229 // PWY-6610 // PWY3O-2220 // PWY3O-1	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:456215'>456215</a>"	345.208	"AMP"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00020'>C00020</a>"	"AMP"
CPD-14018	""	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:73862'>73862</a>"	1047.943	"(5Z,8Z,11Z,14Z,17Z)-icosapentaenoyl-CoA"		"CPD-14018"
ADP	PROSYN-PWY // HOMOSERSYN-PWY // PWY-5690 // GLYCOLYSIS-YEAST-PWY // PWY-7221 // PWY-7226 // PWY-7228 // PWY-7210 // PWY-7184 // PWY-7227 // LARABITOLUTIL-PWY // PWY-5703 // ALLANTOINDEG-PWY // PWY-6163 // ARO-PWY // COMPLETE-ARO-YEAST-PWY // ALL-CHORISMATE-YEAST-PWY // PWY-6124 // PWY-7119 // PWY3O-4106 // PWY-6168 // ASPBIO-PWY // GLUCONEO-YEAST-PWY // PWY-7282 // PLPSAL-PWY // PANTO-PWY // PWY-6910 // PWY-922 // ERGOSTEROL-SYN-PWY // PWY-5910 // HOMOSER-THRESYN-PWY // PWY-4261-YEAST // GLUTATHIONESYN-PWY // PWY3O-114 // PWY66-422 // PWY-4101 // PWY3O-0 // PWY4FS-6 // PWY3O-259 // PWY-6614 // PWY-6612 // FOLSYN-PWY // PWY0-1507 // PWY-7851 // PWY3O-450 // PWY-6121 // PWY-5340 // SO4ASSIM-PWY // PWY-821 // PWY-7219 // PWY-841 // PWY-7229 // PWY-6619 // PWY3O-2220 // PWY3O-1 // PWY66-429 // PWY-5966-1 // PWY66-423 // PWY-6364 // PWY3O-242 // PWY3O-224 // PWY-6351 // PWY-7942 // PWY-4041 // PWY-7205 // PWY0-163 // GLUCONSUPER-PWY // PWY-7269 // PWY-7269-YEAST // PWY-7268 // PWY-7245 // PWY-7356 // PWY-7357 // PWY-7353 // PWY-7250 // PWY3O-4107 // PWY-7185 // PWY-7177 // PWY-7176 // PWY-7208 // GLNSYN-PWY // PWY-6963 // PWY-7369 // PWY3O-1743 // PWY-7193 // PWY-7196 // PWY-4984 // PYRIMID-RNTSYN-PWY // PWY-7790 // ARGSYNBSUB-PWY // ANAGLYCOLYSIS-PWY // UDPNACETYLGALSYN-PWY // PWY-5941 // PWY3O-3827 // PWY0-1182 // PWY-6981 // PWY-621 // PWY-7197 // PWY-6352 // PWY-2201 // PWY-1722 // PWY-2161 // PWY3O-697 // PWY-6369 // PWY3O-402 // PWY-6689 // PWY0-1264 // PWY-5921 // PWY-6938 // PWY-6361 // PWY0-1597 // PWY-4061 // PWY-6842-1 // PWY-881 // PWY-4621-1	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:456216'>456216</a>"	424.18	"ADP"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00008'>C00008</a>"	"ADP"
CPD-13914	""		189.101	"cyclic-2,3-<i>O</i>-oxalyl-L-threonate"		"CPD-13914"
DIHYDRONEOPTERIN-P3	PWY-6147 // PWY-6612 // FOLSYN-PWY	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:58462'>58462</a>"	491.141	"7,8-dihydroneopterin 3'-triphosphate"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04895'>C04895</a>"	"DIHYDRONEOPTERIN-P3"
CPD-13913	""		191.117	"2-carboxy-L-xylonolactone"		"CPD-13913"
DIHYDRONEOPTERIN-P	PWY-6147 // PWY-6612 // FOLSYN-PWY	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:58762'>58762</a>"	333.197	"7,8-dihydroneopterin 3'-phosphate"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05925'>C05925</a>"	"DIHYDRONEOPTERIN-P"
CPD-13912	""		208.124	"2-carboxy-L-<i>threo</i>-pentonate"		"CPD-13912"
AMINO-OH-HYDROXYMETHYL-DIHYDROPTERIDINE	PWY-6147 // PWY-6612 // FOLSYN-PWY	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:44841'>44841</a>"	195.18d0	"6-(hydroxymethyl)-7,8-dihydropterin"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01300'>C01300</a>"	"AMINO-OH-HYDROXYMETHYL-DIHYDROPTERIDINE"
CPD-13910	""		189.101	"cyclic- 3,4-<i>O</i>-oxalyl-L-threonate"		"CPD-13910"
CPD-13907	""		192.125	"dehydroascorbate (bicyclic form)"		"CPD-13907"
HYDROGEN-PEROXIDE	PWY-7282 // HEME-BIOSYNTHESIS-II // PWY-5920 // PWY-5760 // PWY-6837 // YEAST-FAO-PWY // PWY-7288 // PWY-7339 // PWY-7337 // PWY-7338 // PWY-7340 // PWY3O-6 // PLPSAL-PWY // PWY-7291 // DETOX1-PWY // DETOX1-PWY-1 // PWY-4081	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:16240'>16240</a>"	34.015d0	"hydrogen peroxide"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00027'>C00027</a>"	"HYDROGEN-PEROXIDE"
CPD-13855	""	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:63714'>63714</a>"	455.214	"<i>N</i><sup>7</sup>-methylguanosine 5'-diphosphate"		"CPD-13855"
CPD-13758	""		999.769	"3-[(3a<i>S</i>,4<i>S</i>,5<i>R</i>,7a<i>S</i>)-5-hydroxy-7a-methyl-1-oxo-octahydro-1<i>H</i>-inden-4-yl]-3-oxopropanoyl-CoA"		"CPD-13758"
CPD-14675	PWY-5148 // YEAST-FAO-PWY // PWY-7288 // PWY3O-6499 // PWY-5667 // PWY4FS-8 // TRIGLSYN-PWY	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:77250'>77250</a>"	1043.995	"pristanoyl-CoA"		"CPD-14675"
CPD-8268	PWY-7411 // PWY3O-6407 // PWY3O-6499 // PWY-3561 // LIPASYN-PWY-1 // PWY-5667 // PWY4FS-8 // TRIGLSYN-PWY // PWY-7417	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:74546'>74546</a>"	698.959	"dioleoyl phosphatidate"		"CPD-8268"
CPD-13754	""	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:78357'>78357</a>"	983.77	"3-[(3a<i>S</i>,4<i>S</i>,7a<i>S</i>)-7a-methyl-1,5-dioxo-octahydro-1<i>H</i>-inden-4-yl]propanoyl-CoA"		"CPD-13754"
CPD-13717	""	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:62226'>62226</a>"	269.159	"L-selenocystathionine"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05699'>C05699</a>"	"CPD-13717"
2-HEXAPRENYL-6-METHOXY-14-BENZOQUINOL	PWY3O-19 // ALL-CHORISMATE-YEAST-PWY // PWY-7230 // PWY-7235 // PWY-7233	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:61472'>61472</a>"	548.848	"2-<i>all trans</i>-hexaprenyl-6-methoxyhydroquinone"		"2-HEXAPRENYL-6-METHOXY-14-BENZOQUINOL"
CPD-18353	PWY-7269 // PWY-7245 // PWY-7269-YEAST // PWY-7119 // PWY-7367 // LIPAS-PWY // PWY3O-6407 // PWY3O-6499 // PWY-3561 // LIPASYN-PWY-1 // PWY-5667 // PWY4FS-8 // TRIGLSYN-PWY		698.959	"1,2-dicis-vaccenoyl-phosphatidate"		"CPD-18353"
CPD-13711	""	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:63692'>63692</a>"	237.275	"3-[(3a<i>S</i>,4<i>S</i>,7a<i>S</i>)-7a-methyl-1,5-dioxo-octahydro-1<i>H</i>-inden-4-yl]propanoate"		"CPD-13711"
CPD-18351	PWY3O-6407 // PWY3O-6499 // PWY-3561 // LIPASYN-PWY-1 // PWY-5667 // PWY4FS-8 // TRIGLSYN-PWY		670.905	"1-cis-vaccenoyl-2-palmitoleoyl-<i>sn</i>-glycerol-3-phosphate"		"CPD-18351"
CPD-13471	""		320.425	"decylglucoside"		"CPD-13471"
CPD-18352	PWY-7269 // PWY-7245 // PWY-7269-YEAST // PWY-7119 // PWY-7367 // LIPAS-PWY // PWY3O-6407 // PWY3O-6499 // PWY-3561 // LIPASYN-PWY-1 // PWY-5667 // PWY4FS-8 // TRIGLSYN-PWY		672.921	"1-palmitoyl-2-cis-vaccenoyl phosphatidate"		"CPD-18352"
CPD-13181	""	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:62554'>62554</a>"	718.814	"fumonisin B<sub>1</sub>"		"CPD-13181"
CPD0-1425	PWY3O-6407 // PWY3O-6499 // PWY-3561 // LIPASYN-PWY-1 // PWY-5667 // PWY4FS-8 // TRIGLSYN-PWY	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:83550'>83550</a>"	590.776	"1,2-dimyristoyl-<i>sn</i>-glycerol 3-phosphate"		"CPD0-1425"
CPD-13024	""		211.088	"ribose 1,3-cyclic phosphate"		"CPD-13024"
CPD0-1423	PWY3O-6407 // PWY3O-6499 // PWY-3561 // LIPASYN-PWY-1 // PWY-5667 // PWY4FS-8 // TRIGLSYN-PWY	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:82921'>82921</a>"	702.99	"1-stearoyl-2-stearoyl-<i>sn</i>-glycerol 3-phosphate"		"CPD0-1423"
CPD-12010	""	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:52682'>52682</a>"	90.122	"1,2-butanediol"		"CPD-12010"
CPD-11876	""		182.176	"3-methoxy-4-hydroxyphenylglycolaldehyde"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05583'>C05583</a>"	"CPD-11876"
CPD-11770	""	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:71175'>71175</a>"	255.233	"7,8-dihydromonapterin"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C21008'>C21008</a>"	"CPD-11770"
CPD-18390	PWY3O-6407 // PWY3O-6499 // PWY-3561 // LIPASYN-PWY-1 // PWY-5667 // PWY4FS-8 // TRIGLSYN-PWY	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:72858'>72858</a>"	618.83	"1-palmitoyl-2-myristoyl phosphatidate"		"CPD-18390"
CPD-11763	""		644.686	"bisorganyltrisulfane"		"CPD-11763"
CPD-11641	""	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:91117'>91117</a>"	338.313	"4-methylumbelliferyl glucoside"		"CPD-11641"
DIHYDRO-NEO-PTERIN	PWY-6147 // PWY-6612 // FOLSYN-PWY	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:17001'>17001</a>"	255.233d0	"7,8-dihydroneopterin"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04874'>C04874</a>"	"DIHYDRO-NEO-PTERIN"
CPD-17373	PWY3O-6407 // PWY3O-6499 // PWY-3561 // LIPASYN-PWY-1 // PWY-5667 // PWY4FS-8 // TRIGLSYN-PWY		728.942	"1-[18-hydroxyoeoyl]-2-[18-hydroxy-lioleoyl]-<i>sn</i>-glycerol 3-phosphate"		"CPD-17373"
CPD-11552	""		222.177	"4-(2-amino-3-hydroxyphenyl)-2,4-dioxobutanoate"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05645'>C05645</a>"	"CPD-11552"
CPD-8485	""	"<a href='http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:42491'>42491</a>"	222.243	"flavone"	"<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C10043'>C10043</a>"	"CPD-8485"
